efo_id	label	synonyms	source
OBA:2041582	level of FH1/FH2 domain-containing protein 1 in blood serum	blood serum FH1/FH2 domain-containing protein 1 amount	efo-obo-measurement-branch
OBA:2041583	level of acidic fibroblast growth factor intracellular-binding protein in blood serum	blood serum acidic fibroblast growth factor intracellular-binding protein amount	efo-obo-measurement-branch
OBA:2041584	level of mitochondrial fission 1 protein in blood serum	blood serum mitochondrial fission 1 protein amount	efo-obo-measurement-branch
OBA:2041585	level of four-jointed box protein 1 in blood serum	blood serum four-jointed box protein 1 amount	efo-obo-measurement-branch
OBA:2041586	level of peptidyl-prolyl cis-trans isomerase FKBP14 in blood serum	blood serum peptidyl-prolyl cis-trans isomerase FKBP14 amount	efo-obo-measurement-branch
OBA:2041587	level of peptidyl-prolyl cis-trans isomerase FKBP1A in blood serum	blood serum peptidyl-prolyl cis-trans isomerase FKBP1A amount	efo-obo-measurement-branch
OBA:2041588	level of peptidyl-prolyl cis-trans isomerase FKBP1B in blood serum	blood serum peptidyl-prolyl cis-trans isomerase FKBP1B amount	efo-obo-measurement-branch
OBA:2041589	level of peptidyl-prolyl cis-trans isomerase FKBP3 in blood serum	blood serum peptidyl-prolyl cis-trans isomerase FKBP3 amount	efo-obo-measurement-branch
OBA:2041590	level of peptidyl-prolyl cis-trans isomerase FKBP5 in blood serum	blood serum peptidyl-prolyl cis-trans isomerase FKBP5 amount	efo-obo-measurement-branch
OBA:2041591	level of peptidyl-prolyl cis-trans isomerase FKBP6 in blood serum	blood serum peptidyl-prolyl cis-trans isomerase FKBP6 amount	efo-obo-measurement-branch
OBA:2041592	level of peptidyl-prolyl cis-trans isomerase FKBP7 in blood serum	blood serum peptidyl-prolyl cis-trans isomerase FKBP7 amount	efo-obo-measurement-branch
OBA:2041593	level of Friend leukemia integration 1 transcription factor in blood serum	blood serum Friend leukemia integration 1 transcription factor amount	efo-obo-measurement-branch
OBA:2041594	level of protein flightless-1 in blood serum	blood serum protein flightless-1 amount	efo-obo-measurement-branch
OBA:2041595	level of vascular endothelial growth factor receptor 1 in blood serum	blood serum vascular endothelial growth factor receptor 1 amount	efo-obo-measurement-branch
OBA:2041596	level of flavin-containing monooxygenase 3 in blood serum	blood serum flavin-containing monooxygenase 3 amount	efo-obo-measurement-branch
OBA:2041597	level of fibromodulin in blood serum	blood serum fibromodulin amount	efo-obo-measurement-branch
OBA:2041598	level of fructosamine-3-kinase in blood serum	blood serum fructosamine-3-kinase amount	efo-obo-measurement-branch
OBA:2041599	level of formin-binding protein 1 in blood serum	blood serum formin-binding protein 1 amount	efo-obo-measurement-branch
OBA:2041600	level of protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha in blood serum	blood serum protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha amount	efo-obo-measurement-branch
OBA:2041601	level of folate receptor alpha in blood serum	blood serum folate receptor alpha amount	efo-obo-measurement-branch
OBA:2041602	level of folate receptor beta in blood serum	blood serum folate receptor beta amount	efo-obo-measurement-branch
OBA:2041603	level of folate receptor gamma in blood serum	blood serum folate receptor gamma amount	efo-obo-measurement-branch
OBA:2041604	level of Fos-related antigen 2 in blood serum	blood serum Fos-related antigen 2 amount	efo-obo-measurement-branch
OBA:2041605	level of RNA binding protein fox-1 homolog 1 in blood serum	blood serum RNA binding protein fox-1 homolog 1 amount	efo-obo-measurement-branch
OBA:2041606	level of forkhead box protein C2 in blood serum	blood serum forkhead box protein C2 amount	efo-obo-measurement-branch
OBA:2041607	level of forkhead box protein J2 in blood serum	blood serum forkhead box protein J2 amount	efo-obo-measurement-branch
OBA:2041608	level of forkhead box protein L2 in blood serum	blood serum forkhead box protein L2 amount	efo-obo-measurement-branch
OBA:2041609	level of forkhead box protein M1 in blood serum	blood serum forkhead box protein M1 amount	efo-obo-measurement-branch
OBA:2041610	level of forkhead box protein O1 in blood serum	blood serum forkhead box protein O1 amount	efo-obo-measurement-branch
OBA:2041611	level of forkhead box protein O3 in blood serum	blood serum forkhead box protein O3 amount	efo-obo-measurement-branch
OBA:2041612	level of forkhead box protein O4 in blood serum	blood serum forkhead box protein O4 amount	efo-obo-measurement-branch
OBA:2041613	level of forkhead box protein P1 in blood serum	blood serum forkhead box protein P1 amount	efo-obo-measurement-branch
OBA:2041614	level of forkhead box protein P4 in blood serum	blood serum forkhead box protein P4 amount	efo-obo-measurement-branch
OBA:2041615	level of FRAS1-related extracellular matrix protein 1 in blood serum	blood serum FRAS1-related extracellular matrix protein 1 amount	efo-obo-measurement-branch
OBA:2041616	level of FRAS1-related extracellular matrix protein 2 in blood serum	blood serum FRAS1-related extracellular matrix protein 2 amount	efo-obo-measurement-branch
OBA:2041617	level of protein FRG1 in blood serum	blood serum protein FRG1 amount	efo-obo-measurement-branch
OBA:2041618	level of fibroblast growth factor receptor substrate 2 in blood serum	blood serum fibroblast growth factor receptor substrate 2 amount	efo-obo-measurement-branch
OBA:2041619	level of fascin in blood serum	blood serum fascin amount	efo-obo-measurement-branch
OBA:2041620	level of fibronectin type III and SPRY domain-containing protein 1 in blood serum	blood serum fibronectin type III and SPRY domain-containing protein 1 amount	efo-obo-measurement-branch
OBA:2041621	level of follitropin subunit beta in blood serum	blood serum follitropin subunit beta amount	efo-obo-measurement-branch
OBA:2041622	level of follistatin-related protein 4 in blood serum	blood serum follistatin-related protein 4 amount	efo-obo-measurement-branch
OBA:2041623	level of follistatin-related protein 5 in blood serum	blood serum follistatin-related protein 5 amount	efo-obo-measurement-branch
OBA:2041624	level of ferritin heavy chain in blood serum	blood serum ferritin heavy chain amount	efo-obo-measurement-branch
OBA:2041625	level of ferritin heavy polypeptide-like 17 in blood serum	blood serum ferritin heavy polypeptide-like 17 amount	efo-obo-measurement-branch
OBA:2041626	level of ferritin light chain in blood serum	blood serum ferritin light chain amount	efo-obo-measurement-branch
OBA:2041627	level of ferritin, mitochondrial in blood serum	blood serum ferritin, mitochondrial amount	efo-obo-measurement-branch
OBA:2041628	level of alpha-ketoglutarate-dependent dioxygenase FTO in blood serum	blood serum alpha-ketoglutarate-dependent dioxygenase FTO amount	efo-obo-measurement-branch
OBA:2041629	level of far upstream element-binding protein 1 in blood serum	blood serum far upstream element-binding protein 1 amount	efo-obo-measurement-branch
OBA:2041630	level of far upstream element-binding protein 3 in blood serum	blood serum far upstream element-binding protein 3 amount	efo-obo-measurement-branch
OBA:2041631	level of tissue alpha-L-fucosidase in blood serum	blood serum tissue alpha-L-fucosidase amount	efo-obo-measurement-branch
OBA:2041632	level of alpha-(1,3)-fucosyltransferase 10 in blood serum	blood serum alpha-(1,3)-fucosyltransferase 10 amount	efo-obo-measurement-branch
OBA:2041633	level of alpha-(1,3)-fucosyltransferase 11 in blood serum	blood serum alpha-(1,3)-fucosyltransferase 11 amount	efo-obo-measurement-branch
OBA:2041634	level of galactoside alpha-(1,2)-fucosyltransferase 2 in blood serum	blood serum galactoside alpha-(1,2)-fucosyltransferase 2 amount	efo-obo-measurement-branch
OBA:2041635	level of alpha-(1,6)-fucosyltransferase in blood serum	blood serum alpha-(1,6)-fucosyltransferase amount	efo-obo-measurement-branch
OBA:2041636	level of mitochondrial import inner membrane translocase subunit Tim9 B in blood serum	blood serum mitochondrial import inner membrane translocase subunit Tim9 B amount	efo-obo-measurement-branch
OBA:2041637	level of frataxin, mitochondrial in blood serum	blood serum frataxin, mitochondrial amount	efo-obo-measurement-branch
OBA:2041638	level of sodium/potassium-transporting ATPase subunit gamma in blood serum	blood serum sodium/potassium-transporting ATPase subunit gamma amount	efo-obo-measurement-branch
OBA:2041639	level of frizzled-1 in blood serum	blood serum frizzled-1 amount	efo-obo-measurement-branch
OBA:2041640	level of frizzled-2 in blood serum	blood serum frizzled-2 amount	efo-obo-measurement-branch
OBA:2041641	level of frizzled-5 in blood serum	blood serum frizzled-5 amount	efo-obo-measurement-branch
OBA:2041642	level of frizzled-7 in blood serum	blood serum frizzled-7 amount	efo-obo-measurement-branch
OBA:2041643	level of frizzled-8 in blood serum	blood serum frizzled-8 amount	efo-obo-measurement-branch
OBA:2041644	level of Ras GTPase-activating protein-binding protein 1 in blood serum	blood serum Ras GTPase-activating protein-binding protein 1 amount	efo-obo-measurement-branch
OBA:2041645	level of glucose-6-phosphate 1-dehydrogenase in blood serum	blood serum glucose-6-phosphate 1-dehydrogenase amount	efo-obo-measurement-branch
OBA:2041646	level of GRB2-associated-binding protein 1 in blood serum	blood serum GRB2-associated-binding protein 1 amount	efo-obo-measurement-branch
OBA:2041647	level of gamma-aminobutyric acid receptor-associated protein in blood serum	blood serum gamma-aminobutyric acid receptor-associated protein amount	efo-obo-measurement-branch
OBA:2041648	level of gamma-aminobutyric acid receptor-associated protein-like 1 in blood serum	blood serum gamma-aminobutyric acid receptor-associated protein-like 1 amount	efo-obo-measurement-branch
OBA:2041649	level of gamma-aminobutyric acid receptor-associated protein-like 2 in blood serum	blood serum gamma-aminobutyric acid receptor-associated protein-like 2 amount	efo-obo-measurement-branch
OBA:2041650	level of GA-binding protein subunit beta-1 in blood serum	blood serum GA-binding protein subunit beta-1 amount	efo-obo-measurement-branch
OBA:2041651	level of glutamate decarboxylase 1 in blood serum	blood serum glutamate decarboxylase 1 amount	efo-obo-measurement-branch
OBA:2041652	level of growth arrest and DNA damage-inducible proteins-interacting protein 1 in blood serum	blood serum large ribosomal subunit protein mL64 amount	efo-obo-measurement-branch
OBA:2041653	level of G antigen 2B/2C in blood serum	blood serum G antigen 2B/2C amount	efo-obo-measurement-branch
OBA:2041654	level of G antigen 2D in blood serum	blood serum G antigen 2D amount	efo-obo-measurement-branch
OBA:2041655	level of galactosylceramide sulfotransferase in blood serum	blood serum galactosylceramide sulfotransferase amount	efo-obo-measurement-branch
OBA:2041656	level of galactokinase in blood serum	blood serum galactokinase amount	efo-obo-measurement-branch
OBA:2041657	level of N-acetylgalactosamine kinase in blood serum	blood serum N-acetylgalactosamine kinase amount	efo-obo-measurement-branch
OBA:2041658	level of N-acetylgalactosamine-6-sulfatase in blood serum	blood serum N-acetylgalactosamine-6-sulfatase amount	efo-obo-measurement-branch
OBA:2041659	level of polypeptide N-acetylgalactosaminyltransferase 1 in blood serum	blood serum polypeptide N-acetylgalactosaminyltransferase 1 amount	efo-obo-measurement-branch
OBA:2041660	level of polypeptide N-acetylgalactosaminyltransferase 10 in blood serum	blood serum polypeptide N-acetylgalactosaminyltransferase 10 amount	efo-obo-measurement-branch
OBA:2041661	level of polypeptide N-acetylgalactosaminyltransferase 11 in blood serum	blood serum polypeptide N-acetylgalactosaminyltransferase 11 amount	efo-obo-measurement-branch
OBA:2041662	level of polypeptide N-acetylgalactosaminyltransferase 13 in blood serum	blood serum polypeptide N-acetylgalactosaminyltransferase 13 amount	efo-obo-measurement-branch
OBA:2041663	level of polypeptide N-acetylgalactosaminyltransferase 14 in blood serum	blood serum polypeptide N-acetylgalactosaminyltransferase 14 amount	efo-obo-measurement-branch
OBA:2041664	level of polypeptide N-acetylgalactosaminyltransferase 2 in blood serum	blood serum polypeptide N-acetylgalactosaminyltransferase 2 amount	efo-obo-measurement-branch
OBA:2041665	level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum	blood serum polypeptide N-acetylgalactosaminyltransferase 3 amount	efo-obo-measurement-branch
OBA:2041666	level of polypeptide N-acetylgalactosaminyltransferase 4 in blood serum	blood serum polypeptide N-acetylgalactosaminyltransferase 4 amount	efo-obo-measurement-branch
OBA:2041667	level of polypeptide N-acetylgalactosaminyltransferase 9 in blood serum	blood serum polypeptide N-acetylgalactosaminyltransferase 9 amount	efo-obo-measurement-branch
OBA:2041668	level of galanin-like peptide in blood serum	blood serum galanin-like peptide amount	efo-obo-measurement-branch
OBA:2041669	level of gigaxonin in blood serum	blood serum gigaxonin amount	efo-obo-measurement-branch
OBA:2041670	level of neuromodulin in blood serum	blood serum neuromodulin amount	efo-obo-measurement-branch
OBA:2041671	level of glyceraldehyde-3-phosphate dehydrogenase, testis-specific in blood serum	blood serum glyceraldehyde-3-phosphate dehydrogenase, testis-specific amount	efo-obo-measurement-branch
OBA:2041672	level of glycine--tRNA ligase in blood serum	blood serum glycine--tRNA ligase amount	efo-obo-measurement-branch
OBA:2041673	level of growth arrest-specific protein 2 in blood serum	blood serum growth arrest-specific protein 2 amount	efo-obo-measurement-branch
OBA:2041674	level of growth arrest-specific protein 6 in blood serum	blood serum growth arrest-specific protein 6 amount	efo-obo-measurement-branch
OBA:2041675	level of growth arrest-specific protein 7 in blood serum	blood serum growth arrest-specific protein 7 amount	efo-obo-measurement-branch
OBA:2041676	level of glycine amidinotransferase, mitochondrial in blood serum	blood serum glycine amidinotransferase, mitochondrial amount	efo-obo-measurement-branch
OBA:2041677	level of cytosolic arginine sensor for mTORC1 subunit 1 in blood serum	blood serum cytosolic arginine sensor for mTORC1 subunit 1 amount	efo-obo-measurement-branch
OBA:2041678	level of lysosomal acid glucosylceramidase in blood serum	blood serum lysosomal acid glucosylceramidase amount	efo-obo-measurement-branch
OBA:2041679	level of cytosolic beta-glucosidase in blood serum	blood serum cytosolic beta-glucosidase amount	efo-obo-measurement-branch
OBA:2041680	level of guanylate-binding protein 1 in blood serum	blood serum guanylate-binding protein 1 amount	efo-obo-measurement-branch
OBA:2041681	level of guanylate-binding protein 2 in blood serum	blood serum guanylate-binding protein 2 amount	efo-obo-measurement-branch
OBA:2041682	level of guanylate-binding protein 5 in blood serum	blood serum guanylate-binding protein 5 amount	efo-obo-measurement-branch
OBA:2041683	level of guanylate-binding protein 6 in blood serum	blood serum guanylate-binding protein 6 amount	efo-obo-measurement-branch
OBA:2041684	level of grancalcin in blood serum	blood serum grancalcin amount	efo-obo-measurement-branch
OBA:2041685	level of glutaryl-CoA dehydrogenase, mitochondrial in blood serum	blood serum glutaryl-CoA dehydrogenase, mitochondrial amount	efo-obo-measurement-branch
OBA:2041686	level of GTP cyclohydrolase 1 in blood serum	blood serum GTP cyclohydrolase 1 amount	efo-obo-measurement-branch
OBA:2041687	level of GTP cyclohydrolase 1 feedback regulatory protein in blood serum	blood serum GTP cyclohydrolase 1 feedback regulatory protein amount	efo-obo-measurement-branch
OBA:2041688	level of hexokinase-4 in blood serum	blood serum hexokinase-4 amount	efo-obo-measurement-branch
OBA:2041689	level of glutamate--cysteine ligase regulatory subunit in blood serum	blood serum glutamate--cysteine ligase regulatory subunit amount	efo-obo-measurement-branch
OBA:2041690	level of histone acetyltransferase KAT2A in blood serum	blood serum histone acetyltransferase KAT2A amount	efo-obo-measurement-branch
OBA:2041691	level of beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase in blood serum	blood serum beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase amount	efo-obo-measurement-branch
OBA:2041692	level of N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase in blood serum	blood serum N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase amount	efo-obo-measurement-branch
OBA:2041693	level of beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 in blood serum	blood serum beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 amount	efo-obo-measurement-branch
OBA:2041694	level of glycine cleavage system H protein, mitochondrial in blood serum	blood serum glycine cleavage system H protein, mitochondrial amount	efo-obo-measurement-branch
OBA:2041695	level of guanine deaminase in blood serum	blood serum guanine deaminase amount	efo-obo-measurement-branch
OBA:2041696	level of ganglioside-induced differentiation-associated protein 1-like 1 in blood serum	blood serum ganglioside-induced differentiation-associated protein 1-like 1 amount	efo-obo-measurement-branch
OBA:2041697	level of bone morphogenetic protein 3B in blood serum	blood serum bone morphogenetic protein 3B amount	efo-obo-measurement-branch
OBA:2041698	level of growth/differentiation factor 3 in blood serum	blood serum growth/differentiation factor 3 amount	efo-obo-measurement-branch
OBA:2041699	level of Rab GDP dissociation inhibitor alpha in blood serum	blood serum Rab GDP dissociation inhibitor alpha amount	efo-obo-measurement-branch
OBA:2041700	level of Rho guanine nucleotide exchange factor 25 in blood serum	blood serum Rho guanine nucleotide exchange factor 25 amount	efo-obo-measurement-branch
OBA:2041701	level of GTP-binding protein GEM in blood serum	blood serum GTP-binding protein GEM amount	efo-obo-measurement-branch
OBA:2041702	level of gem-associated protein 6 in blood serum	blood serum gem-associated protein 6 amount	efo-obo-measurement-branch
OBA:2041703	level of gem-associated protein 7 in blood serum	blood serum gem-associated protein 7 amount	efo-obo-measurement-branch
OBA:2041704	level of FAD-linked sulfhydryl oxidase ALR in blood serum	blood serum FAD-linked sulfhydryl oxidase ALR amount	efo-obo-measurement-branch
OBA:2041705	level of glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 in blood serum	blood serum glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 amount	efo-obo-measurement-branch
OBA:2041706	level of glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 in blood serum	blood serum glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 amount	efo-obo-measurement-branch
OBA:2041707	level of ADP-ribosylation factor-binding protein GGA1 in blood serum	blood serum ADP-ribosylation factor-binding protein GGA1 amount	efo-obo-measurement-branch
OBA:2041708	level of ADP-ribosylation factor-binding protein GGA3 in blood serum	blood serum ADP-ribosylation factor-binding protein GGA3 amount	efo-obo-measurement-branch
OBA:2041709	level of gamma-glutamylcyclotransferase in blood serum	blood serum gamma-glutamylcyclotransferase amount	efo-obo-measurement-branch
OBA:2041710	level of gamma-glutamyl hydrolase in blood serum	blood serum gamma-glutamyl hydrolase amount	efo-obo-measurement-branch
OBA:2041711	level of geranylgeranyl pyrophosphate synthase in blood serum	blood serum geranylgeranyl pyrophosphate synthase amount	efo-obo-measurement-branch
OBA:2041712	level of gamma-glutamyltranspeptidase 2 in blood serum	blood serum gamma-glutamyltranspeptidase 2 amount	efo-obo-measurement-branch
OBA:2041713	level of glutathione hydrolase 5 proenzyme in blood serum	blood serum glutathione hydrolase 5 proenzyme amount	efo-obo-measurement-branch
OBA:2041714	level of growth hormone variant in blood serum	blood serum growth hormone variant amount	efo-obo-measurement-branch
OBA:2041715	level of somatoliberin in blood serum	blood serum somatoliberin amount	efo-obo-measurement-branch
OBA:2041716	level of appetite-regulating hormone in blood serum	blood serum appetite-regulating hormone amount	efo-obo-measurement-branch
OBA:2041717	level of cobalamin binding intrinsic factor in blood serum	blood serum cobalamin binding intrinsic factor amount	efo-obo-measurement-branch
OBA:2041718	level of GTPase IMAP family member 4 in blood serum	blood serum GTPase IMAP family member 4 amount	efo-obo-measurement-branch
OBA:2041719	level of DNA replication complex GINS protein PSF1 in blood serum	blood serum DNA replication complex GINS protein PSF1 amount	efo-obo-measurement-branch
OBA:2041720	level of gastric inhibitory polypeptide in blood serum	blood serum gastric inhibitory polypeptide amount	efo-obo-measurement-branch
OBA:2041721	level of PDZ domain-containing protein GIPC1 in blood serum	blood serum PDZ domain-containing protein GIPC1 amount	efo-obo-measurement-branch
OBA:2041722	level of gap junction alpha-8 protein in blood serum	blood serum gap junction alpha-8 protein amount	efo-obo-measurement-branch
OBA:2041723	level of gap junction delta-2 protein in blood serum	blood serum gap junction delta-2 protein amount	efo-obo-measurement-branch
OBA:2041724	level of gastrokine-1 in blood serum	blood serum gastrokine-1 amount	efo-obo-measurement-branch
OBA:2041725	level of gastrokine-2 in blood serum	blood serum gastrokine-2 amount	efo-obo-measurement-branch
OBA:2041726	level of alpha-galactosidase A in blood serum	blood serum alpha-galactosidase A amount	efo-obo-measurement-branch
OBA:2041727	level of D-glucuronyl C5-epimerase in blood serum	blood serum D-glucuronyl C5-epimerase amount	efo-obo-measurement-branch
OBA:2041728	level of gliomedin in blood serum	blood serum gliomedin amount	efo-obo-measurement-branch
OBA:2041729	level of glioma pathogenesis-related protein 1 in blood serum	blood serum glioma pathogenesis-related protein 1 amount	efo-obo-measurement-branch
OBA:2041730	level of Golgi-associated plant pathogenesis-related protein 1 in blood serum	blood serum Golgi-associated plant pathogenesis-related protein 1 amount	efo-obo-measurement-branch
OBA:2041731	level of lactoylglutathione lyase in blood serum	blood serum lactoylglutathione lyase amount	efo-obo-measurement-branch
OBA:2041732	level of glutaredoxin-1 in blood serum	blood serum glutaredoxin-1 amount	efo-obo-measurement-branch
OBA:2041733	level of glutaredoxin-2, mitochondrial in blood serum	blood serum glutaredoxin-2, mitochondrial amount	efo-obo-measurement-branch
OBA:2041734	level of glutaredoxin-3 in blood serum	blood serum glutaredoxin-3 amount	efo-obo-measurement-branch
OBA:2041735	level of glutaredoxin-related protein 5 in blood serum	blood serum glutaredoxin-related protein 5 amount	efo-obo-measurement-branch
OBA:2041736	level of glutaminase kidney isoform, mitochondrial in blood serum	blood serum glutaminase kidney isoform, mitochondrial amount	efo-obo-measurement-branch
OBA:2041737	level of glycolipid transfer protein in blood serum	blood serum glycolipid transfer protein amount	efo-obo-measurement-branch
OBA:2041738	level of glutamate dehydrogenase 1, mitochondrial in blood serum	blood serum glutamate dehydrogenase 1, mitochondrial amount	efo-obo-measurement-branch
OBA:2041739	level of glutamine synthetase in blood serum	blood serum glutamine synthetase amount	efo-obo-measurement-branch
OBA:2041740	level of glycine N-acyltransferase in blood serum	blood serum glycine N-acyltransferase amount	efo-obo-measurement-branch
OBA:2041741	level of glycine N-acyltransferase-like protein 2 in blood serum	blood serum glycine N-acyltransferase-like protein 2 amount	efo-obo-measurement-branch
OBA:2041742	level of ganglioside GM2 activator in blood serum	blood serum ganglioside GM2 activator amount	efo-obo-measurement-branch
OBA:2041743	level of GDP-mannose 4,6 dehydratase in blood serum	blood serum GDP-mannose 4,6 dehydratase amount	efo-obo-measurement-branch
OBA:2041744	level of geminin in blood serum	blood serum geminin amount	efo-obo-measurement-branch
OBA:2041745	level of GMP reductase 1 in blood serum	blood serum GMP reductase 1 amount	efo-obo-measurement-branch
OBA:2041746	level of GMP reductase 2 in blood serum	blood serum GMP reductase 2 amount	efo-obo-measurement-branch
OBA:2041747	level of guanine nucleotide-binding protein G(i) subunit alpha-1 in blood serum	blood serum guanine nucleotide-binding protein G(i) subunit alpha-1 amount	efo-obo-measurement-branch
OBA:2041748	level of guanine nucleotide-binding protein G(i) subunit alpha-3 in blood serum	blood serum guanine nucleotide-binding protein G(i) subunit alpha-3 amount	efo-obo-measurement-branch
OBA:2041749	level of guanine nucleotide-binding protein G(q) subunit alpha in blood serum	blood serum guanine nucleotide-binding protein G(q) subunit alpha amount	efo-obo-measurement-branch
OBA:2041750	level of receptor of activated protein C kinase 1 in blood serum	blood serum small ribosomal subunit protein RACK1 amount	efo-obo-measurement-branch
OBA:2041751	level of bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase in blood serum	blood serum bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase amount	efo-obo-measurement-branch
OBA:2041752	level of guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11 in blood serum	blood serum guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11 amount	efo-obo-measurement-branch
OBA:2041753	level of guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 in blood serum	blood serum guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 amount	efo-obo-measurement-branch
OBA:2041754	level of guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2 in blood serum	blood serum guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2 amount	efo-obo-measurement-branch
OBA:2041755	level of glycine N-methyltransferase in blood serum	blood serum glycine N-methyltransferase amount	efo-obo-measurement-branch
OBA:2041756	level of glucosamine-6-phosphate isomerase 1 in blood serum	blood serum glucosamine-6-phosphate deaminase 1 amount	efo-obo-measurement-branch
OBA:2041757	level of glucosamine 6-phosphate N-acetyltransferase in blood serum	blood serum glucosamine 6-phosphate N-acetyltransferase amount	efo-obo-measurement-branch
OBA:2041758	level of N-acetylglucosamine-1-phosphotransferase subunit gamma in blood serum	blood serum N-acetylglucosamine-1-phosphotransferase subunit gamma amount	efo-obo-measurement-branch
OBA:2041759	level of progonadoliberin-1 in blood serum	blood serum progonadoliberin-1 amount	efo-obo-measurement-branch
OBA:2041760	level of progonadoliberin-2 in blood serum	blood serum progonadoliberin-2 amount	efo-obo-measurement-branch
OBA:2041761	level of golgin subfamily A member 7 in blood serum	blood serum golgin subfamily A member 7 amount	efo-obo-measurement-branch
OBA:2041762	level of Golgi membrane protein 1 in blood serum	blood serum Golgi membrane protein 1 amount	efo-obo-measurement-branch
OBA:2041763	level of Golgi phosphoprotein 3 in blood serum	blood serum Golgi phosphoprotein 3 amount	efo-obo-measurement-branch
OBA:2041764	level of Golgi phosphoprotein 3-like in blood serum	blood serum Golgi phosphoprotein 3-like amount	efo-obo-measurement-branch
OBA:2041765	level of RAB6-interacting golgin in blood serum	blood serum RAB6-interacting golgin amount	efo-obo-measurement-branch
OBA:2041766	level of Golgi SNAP receptor complex member 1 in blood serum	blood serum Golgi SNAP receptor complex member 1 amount	efo-obo-measurement-branch
OBA:2041767	level of aspartate aminotransferase, mitochondrial in blood serum	blood serum aspartate aminotransferase, mitochondrial amount|serum aspartate aminotransferase level	efo-obo-measurement-branch
OBA:2041768	level of glypican-1 in blood serum	blood serum glypican-1 amount	efo-obo-measurement-branch
OBA:2041769	level of glypican-4 in blood serum	blood serum glypican-4 amount	efo-obo-measurement-branch
OBA:2041770	level of glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic in blood serum	blood serum glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic amount	efo-obo-measurement-branch
OBA:2041771	level of glycoprotein hormone alpha-2 in blood serum	blood serum glycoprotein hormone alpha-2 amount	efo-obo-measurement-branch
OBA:2041772	level of gephyrin in blood serum	blood serum gephyrin amount	efo-obo-measurement-branch
OBA:2041773	level of GPN-loop GTPase 1 in blood serum	blood serum GPN-loop GTPase 1 amount	efo-obo-measurement-branch
OBA:2041774	level of protein GPR107 in blood serum	blood serum protein GPR107 amount	efo-obo-measurement-branch
OBA:2041775	level of adhesion G-protein coupled receptor G1 in blood serum	blood serum adhesion G-protein coupled receptor G1 amount	efo-obo-measurement-branch
OBA:2041776	level of adhesion G-protein coupled receptor G2 in blood serum	blood serum adhesion G-protein coupled receptor G2 amount	efo-obo-measurement-branch
OBA:2041777	level of alanine aminotransferase 2 in blood serum	blood serum alanine aminotransferase 2 amount	efo-obo-measurement-branch
OBA:2041778	level of glutathione peroxidase 2 in blood serum	blood serum glutathione peroxidase 2 amount	efo-obo-measurement-branch
OBA:2041779	level of glutathione peroxidase 3 in blood serum	blood serum glutathione peroxidase 3 amount	efo-obo-measurement-branch
OBA:2041780	level of epididymal secretory glutathione peroxidase in blood serum	blood serum epididymal secretory glutathione peroxidase amount	efo-obo-measurement-branch
OBA:2041781	level of glutathione peroxidase 7 in blood serum	blood serum glutathione peroxidase 7 amount	efo-obo-measurement-branch
OBA:2041782	level of GRB2-related adapter protein in blood serum	blood serum GRB2-related adapter protein amount	efo-obo-measurement-branch
OBA:2041783	level of growth factor receptor-bound protein 10 in blood serum	blood serum growth factor receptor-bound protein 10 amount	efo-obo-measurement-branch
OBA:2041784	level of growth factor receptor-bound protein 14 in blood serum	blood serum growth factor receptor-bound protein 14 amount	efo-obo-measurement-branch
OBA:2041785	level of growth factor receptor-bound protein 7 in blood serum	blood serum growth factor receptor-bound protein 7 amount	efo-obo-measurement-branch
OBA:2041786	level of gremlin-2 in blood serum	blood serum gremlin-2 amount	efo-obo-measurement-branch
OBA:2041787	level of glyoxylate reductase/hydroxypyruvate reductase in blood serum	blood serum glyoxylate reductase/hydroxypyruvate reductase amount	efo-obo-measurement-branch
